parent_id,source_file,status,attempt,message,reference_formula,source_formula,cleaned_formula,source_num_sites,dropped_species_count,dropped_occupancy_sum,grouping_method,candidate_method,split_site_pair_count,split_site_cluster_count,split_site_species,supercell_multiplier,supercell_matrix,occupancy_max_error,occupancy_mean_error,within_error_tolerance,source_composition_max_error,composition_max_error,composition_max_drift,within_composition_tolerance,missing_reference_elements,candidate_index,energy_rank,num_atoms,ordered_formula,ranker,relaxed,converged,relaxation_steps,relaxation_seconds,total_energy_ev,energy_per_atom_ev,output_file
dvb,/root/Mattergen/OBELIX/cifs/dvb.cif,approximation_warning,0,Occupancy error 0.075000 exceeds tolerance 0.050000,Li41.6 La24 Y0.8 Nb15.2 O96,Li20.81616 La12 Y0.4 Nb7.6 O48,Li20.81616 La12 Y0.4 Nb7.6 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.075,0.024665999999999987,False,0.00013933021619896846,0.006933900192327161,0.006918327991693146,True,,0,1,89,Li21 La12 Y1 Nb7 O48,mattersim,True,True,98,36.7057127789958,-657.8027954101562,-7.391042645057936,/root/Mattergen/results/obelix_random10_321/cifs/dvb_ordered.cif
dvn,/root/Mattergen/OBELIX/cifs/dvn.cif,ok,0,,Li16 Mg8 Cl32,Li4 Mg2 Cl8,Li4 Mg2 Cl8,14,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.0,0.0,True,0.0,0.0,0.0,True,,0,1,14,Li4 Mg2 Cl8,mattersim,True,True,4,0.5802665249939309,-51.05855941772461,-3.6470399584089006,/root/Mattergen/results/obelix_random10_321/cifs/dvn_ordered.cif
e6a,/root/Mattergen/OBELIX/cifs/e6a.cif,ok,0,,Li53.6 La24 Zr13.6 Ta2.4 O96,Li25.656 La12 Zr6.8 Ta1.2 O48,Li25.656 La12 Zr6.8 Ta1.2 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.033333333333333326,0.014875000000000003,True,0.008761752768638331,0.006104677260077185,0.001865310809255458,True,,0,1,94,Li26 La12 Zr7 Ta1 O48,mattersim,True,True,113,43.047107141996094,-681.2833251953125,-7.247694948886303,/root/Mattergen/results/obelix_random10_321/cifs/e6a_ordered.cif
e6b,/root/Mattergen/OBELIX/cifs/e6b.cif,ok,0,,Li16 Ge4 S16,Li16 Ge4 S16,Li16 Ge4 S16,40,0,0.0,spacegroup+split_site_pairs,random,4,0,Li,1,1x1x1,0.0,0.0,True,0.0,0.0,0.0,True,,0,1,36,Li16 Ge4 S16,mattersim,True,True,30,6.416530395996233,-151.51614379882812,-4.2087817721896705,/root/Mattergen/results/obelix_random10_321/cifs/e6b_ordered.cif
e81,/root/Mattergen/OBELIX/cifs/e81.cif,ok,0,,Sr8 Li8.8 Zr0.8 Ta15.2 O48 F8,Sr1.932 Li2.068 Zr0.2 Ta3.8 O12 F2,Sr1.932 Li2.068 Zr0.2 Ta3.8 O12 F2,34,0,0.0,spacegroup+split_site_pairs,random,8,0,O,3,1x1x3,0.033333333333333326,0.004376811594202899,True,0.005099099099099114,0.008190008190008202,0.00606060606060606,True,,7,1,66,Sr6 Li6 Zr1 Ta11 O36 F6,mattersim,True,True,185,70.99825515099656,-542.9606323242188,-8.226676247336648,/root/Mattergen/results/obelix_random10_321/cifs/e81_ordered.cif
ecp,/root/Mattergen/OBELIX/cifs/ecp.cif,copied_ordered,0,,Li4 La4 O8,Li4 La4 O8,Li4 La4 O8,16,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,16,Li4 La4 O8,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/ecp_ordered.cif
ei3,/root/Mattergen/OBELIX/cifs/ei3.cif,approximation_warning,0,Occupancy error 0.059080 exceeds tolerance 0.050000,Li9 Y3 Cl18,Li9 Y3 Cl18,Li9 Y3 Cl18,35,0,0.0,spacegroup,random,0,0,,4,2x1x2,0.05908000000000002,0.01982000000000002,False,0.0,0.0,0.0,True,,7,1,120,Li36 Y12 Cl72,mattersim,True,True,86,24.485140504999436,-512.4924926757812,-4.270770772298177,/root/Mattergen/results/obelix_random10_321/cifs/ei3_ordered.cif
ek5,/root/Mattergen/OBELIX/cifs/ek5.cif,ok,0,,Sr8 Li8 Nb16 O48 F8,Sr1.9856 Li2.0144 Nb4 O12 F2,Sr1.9856 Li2.0144 Nb4 O12 F2,22,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.0036000000000000476,0.001440000000000008,True,0.0006545454545454771,0.0,0.0,True,,0,1,22,Sr2 Li2 Nb4 O12 F2,mattersim,True,True,14,2.166379065994988,-171.36761474609375,-7.7894370339133525,/root/Mattergen/results/obelix_random10_321/cifs/ek5_ordered.cif
elz,/root/Mattergen/OBELIX/cifs/elz.cif,ok,0,,Li6 Y2 Br12,Li3 Y0.99999 Br6,Li3 Y0.99999 Br6,15,0,0.0,spacegroup,random,0,0,,5,5x1x1,0.04622000000000004,0.02174666666666668,True,9.000009000142972e-07,0.0,0.0,True,,0,1,50,Li15 Y5 Br30,mattersim,True,True,73,20.00841280100576,-191.970703125,-3.8394140625,/root/Mattergen/results/obelix_random10_321/cifs/elz_ordered.cif
etz,/root/Mattergen/OBELIX/cifs/etz.cif,ok,0,,Li56 La24 Zr16 O96,Li17.88 La12 Zr8 O48,Li17.88 La12 Zr8 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.03666666666666668,0.013095238095238096,True,0.08346918180406779,0.09166666666666667,0.008197484862598886,True,,6,1,85,Li17 La12 Zr8 O48,mattersim,True,True,78,33.45806562600046,-626.6107788085938,-7.3718915153952205,/root/Mattergen/results/obelix_random10_321/cifs/etz_ordered.cif
fam,/root/Mattergen/OBELIX/cifs/fam.cif,ok,0,,Li47.2 La24 Sm3.6 Ta12.4 O96,Li23.664 La12 Sm1.8 Ta6.2 O48,Li23.664 La12 Sm1.8 Ta6.2 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.025000000000000022,0.011133333333333332,True,0.0005183159913439428,0.004894668650127221,0.004376352658783278,True,,5,1,91,Li23 La12 Sm2 Ta6 O48,mattersim,True,True,62,22.564681985997595,-675.1265869140625,-7.418973482572115,/root/Mattergen/results/obelix_random10_321/cifs/fam_ordered.cif
fft,/root/Mattergen/OBELIX/cifs/fft.cif,copied_ordered,0,,Li6 N2,Li6 N2,Li6 N2,8,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,8,Li6 N2,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/fft_ordered.cif
fj5,/root/Mattergen/OBELIX/cifs/fj5.cif,ok,0,,Li13 Si1 P3 O16,Li12.964 Si1 P3 O16,Li12.964 Si1 P3 O16,56,0,0.0,spacegroup+split_site_pairs,random,12,0,Li,3,3x1x1,0.019333333333333327,0.007737373737373738,True,0.0006618790746929504,0.0,0.0,True,,0,1,99,Li39 Si3 P9 O48,mattersim,True,True,99,46.8391789160014,-613.2861328125,-6.194809422348484,/root/Mattergen/results/obelix_random10_321/cifs/fj5_ordered.cif
fkj,/root/Mattergen/OBELIX/cifs/fkj.cif,ok,0,,Li26 Si2 P2 S20 Br4,Li6.49998 Si0.5 P0.5 S5 Br1,Li6.49998 Si0.5 P0.5 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,6,1x3x2,0.030274444444444437,0.011820987654321007,True,7.681767210665491e-07,0.01994301994301989,0.019942251766298824,True,,5,1,78,Li36 Si3 P3 S30 Br6,mattersim,True,True,27,8.443161270995915,-324.1239929199219,-4.155435806665665,/root/Mattergen/results/obelix_random10_321/cifs/fkj_ordered.cif
fwz,/root/Mattergen/OBELIX/cifs/fwz.cif,copied_ordered,0,,Li8 Si4 S12,Li4 Si2 S6,Li4 Si2 S6,12,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,12,Li4 Si2 S6,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/fwz_ordered.cif
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,ok,0,,Li52 La24 Zr12 Ta4 O96,Li26.016 La12 Zr6 Ta2 O48,Li26.016 La12 Zr6 Ta2 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.040000000000000036,0.01258333333333335,True,0.00012311168402295847,0.0,0.0,True,,7,1,94,Li26 La12 Zr6 Ta2 O48,mattersim,True,True,68,27.122397040999203,-683.5573120117188,-7.271886297997008,/root/Mattergen/results/obelix_random10_321/cifs/g5q_ordered.cif
ga9,/root/Mattergen/OBELIX/cifs/ga9.cif,ok,0,,Li8 Ce8 B24 H96 Cl8,Li2.94 Ce4 B12 H48 Cl4,Li2.94 Ce4 B12 H48 Cl4,74,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.010000000000000009,0.0025000000000000022,True,0.014112082197788416,0.01330203442879499,0.0,True,,0,1,71,Li3 Ce4 B12 H48 Cl4,mattersim,True,True,34,11.45303337599762,-308.056396484375,-4.338822485695423,/root/Mattergen/results/obelix_random10_321/cifs/ga9_ordered.cif
gas,/root/Mattergen/OBELIX/cifs/gas.cif,approximation_warning,0,Occupancy error 0.065000 exceeds tolerance 0.050000,Li0.31 La0.63 Ti0.9 Co0.1 O3,Li0.31 La0.63 Ti0.9 Co0.1 O3,Li0.31 La0.63 Ti0.9 Co0.1 O3,5,0,0.0,spacegroup,random,0,0,,8,2x2x2,0.06499999999999995,0.029999999999999995,False,0.0,0.011470985155195693,0.011470985155195693,True,,4,1,39,Li2 La5 Ti7 Co1 O24,mattersim,True,True,21,9.546765197999775,-323.8709716796875,-8.304383889222757,/root/Mattergen/results/obelix_random10_321/cifs/gas_ordered.cif
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,ok,0,,Li48 Ca8 La16 Nb16 O96,Li24.024 Ca3.996 La8.004 Nb8 O48,Li24.024 Ca3.996 La8.004 Nb8 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.026666666666666672,0.00829166666666667,True,0.00019276634828724326,0.0,0.0,True,,2,1,92,Li24 Ca4 La8 Nb8 O48,mattersim,True,True,91,36.309597997998935,-653.2117919921875,-7.100128173828125,/root/Mattergen/results/obelix_random10_321/cifs/gcj_ordered.cif
gdr,/root/Mattergen/OBELIX/cifs/gdr.cif,ok,0,,Li49.6 La24 Zr9.6 Ta6.4 O96,Li24.816 La12 Zr4.8 Ta3.2 O48,Li24.816 La12 Zr4.8 Ta3.2 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.040000000000000036,0.017791666666666685,True,0.00012631591461631508,0.0022246941045606233,0.0022187498262257327,True,,0,1,93,Li25 La12 Zr5 Ta3 O48,mattersim,True,True,80,30.237621905005653,-684.3065185546875,-7.358134608114919,/root/Mattergen/results/obelix_random10_321/cifs/gdr_ordered.cif
gkl,/root/Mattergen/OBELIX/cifs/gkl.cif,ok,0,,Li40 La24 Nb16 O96,Li19.968 La12 Nb8 O48,Li19.968 La12 Nb8 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.015000000000000013,0.005296296296296282,True,0.0002810939515196509,0.0,0.0,True,,0,1,88,Li20 La12 Nb8 O48,mattersim,True,True,82,28.610391073001665,-657.6018676757812,-7.472748496315696,/root/Mattergen/results/obelix_random10_321/cifs/gkl_ordered.cif
goi,/root/Mattergen/OBELIX/cifs/goi.cif,copied_ordered,0,,Li4 H28 C12 N4 Cl4 O4,Li4 H28 C12 N4 Cl4 O4,Li4 H28 C12 N4 Cl4 O4,56,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,56,Li4 H28 C12 N4 Cl4 O4,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/goi_ordered.cif
gvd,/root/Mattergen/OBELIX/cifs/gvd.cif,copied_ordered,0,,Li3 N1,Li3 N1,Li3 N1,4,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,4,Li3 N1,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/gvd_ordered.cif
gw2,/root/Mattergen/OBELIX/cifs/gw2.cif,ok,0,,Li8.4 Al2.4 Ge9.6 P18 O72,Li2.788 Al0.792 Ge3.208 P6 O24,Li2.788 Al0.792 Ge3.208 P6 O24,48,0,0.0,spacegroup,random,0,0,,3,1x3x1,0.03133333333333335,0.013530864197530853,True,0.00030137426665594047,0.003952569169960479,0.0037067423171587427,True,,3,1,110,Li8 Al2 Ge10 P18 O72,mattersim,True,True,113,49.178810849,-751.83740234375,-6.834885475852273,/root/Mattergen/results/obelix_random10_321/cifs/gw2_ordered.cif
gwu,/root/Mattergen/OBELIX/cifs/gwu.cif,ok,0,,Li0.3 La0.7 Ti0.6 Al0.4 O3,Li0.292 La0.708 Ti0.60639361 Al0.39360639 O3,Li0.292 La0.708 Ti0.60639361 Al0.39360639 O3,5,0,0.0,spacegroup,random,0,0,,7,7x1x1,0.034965034965035,0.016500299700299703,True,0.001600000000000018,0.005714285714285713,0.004435564435564449,True,,6,1,35,Li2 La5 Ti4 Al3 O21,mattersim,True,True,41,19.19240739200177,-284.4215393066406,-8.126329694475446,/root/Mattergen/results/obelix_random10_321/cifs/gwu_ordered.cif
gxz,/root/Mattergen/OBELIX/cifs/gxz.cif,ok,0,,Li8 Zn2 P4 O16,Li8 Zn2 P4 O16,Li8 Zn2 P4 O16,32,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.0,0.0,True,0.0,0.0,0.0,True,,4,1,30,Li8 Zn2 P4 O16,mattersim,True,True,35,19.373553340003127,-186.87240600585938,-6.2290802001953125,/root/Mattergen/results/obelix_random10_321/cifs/gxz_ordered.cif
gz8,/root/Mattergen/OBELIX/cifs/gz8.cif,ok,0,,Li40 La24 Ta16 O96,Li20.0376 La12 Ta8 O48,Li20.0376 La12 Ta8 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.031333333333333324,0.010533333333333327,True,0.000330024278882568,0.0,0.0,True,,0,1,88,Li20 La12 Ta8 O48,mattersim,True,True,126,46.674894267001946,-681.1737670898438,-7.740610989657315,/root/Mattergen/results/obelix_random10_321/cifs/gz8_ordered.cif
h5i,/root/Mattergen/OBELIX/cifs/h5i.cif,ok,0,,Na0.4 Li0.1 La0.5 Nb2 O6,Na0.4 Li0.1 La0.5 Nb2 O6,Na0.4 Li0.1 La0.5 Nb2 O6,9,0,0.0,spacegroup,random,0,0,,8,2x4x1,0.025000000000000022,0.007142857142857145,True,0.0,0.002777777777777782,0.002777777777777782,True,,0,1,72,Na3 Li1 La4 Nb16 O48,mattersim,True,True,51,20.039186499001516,-616.495849609375,-8.562442355685764,/root/Mattergen/results/obelix_random10_321/cifs/h5i_ordered.cif
h6c,/root/Mattergen/OBELIX/cifs/h6c.cif,copied_ordered,0,,Li6 V2 O8,Li6 V2 O8,Li6 V2 O8,16,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,16,Li6 V2 O8,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/h6c_ordered.cif
h7r,/root/Mattergen/OBELIX/cifs/h7r.cif,ok,0,,Li6 Ti8.4 Sn3.6 P18 O72,Li2 Ti2.8 Sn1.2 P6 O24,Li2 Ti2.8 Sn1.2 P6 O24,36,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.050000000000000044,0.016666666666666673,True,0.0,0.005555555555555557,0.005555555555555557,True,,0,1,36,Li2 Ti3 Sn1 P6 O24,mattersim,True,True,40,6.642534213002364,-269.9538269042969,-7.498717414008246,/root/Mattergen/results/obelix_random10_321/cifs/h7r_ordered.cif
h82,/root/Mattergen/OBELIX/cifs/h82.cif,ok,0,,Li24 P4 S20 I3 Br1,Li5.994 P1 S4.99901598 I0.74999101 Br0.24999301,Li5.994 P1 S5.015 I0.741 Br0.243,25,2,0.015984015984015984,spacegroup+split_site_clusters,random,0,6,Li,4,1x2x2,0.01833333333333334,0.006666666666666674,True,0.00021313251514126774,0.0,0.0,True,,2,1,52,Li24 P4 S20 I3 Br1,mattersim,True,True,39,10.98194527799933,-212.1731414794922,-4.080252720759465,/root/Mattergen/results/obelix_random10_321/cifs/h82_ordered.cif
h89,/root/Mattergen/OBELIX/cifs/h89.cif,ok,0,,Ba8 Li48 La16 Ta16 O96,Ba3.9996 Li24.0 La8.0004 Ta8 O48,Ba3.9996 Li24.0 La8.0004 Ta8 O48,104,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.006666666666666654,0.0025083333333333346,True,4.3478260869506125e-06,0.0,0.0,True,,5,1,92,Ba4 Li24 La8 Ta8 O48,mattersim,True,True,79,27.328184218000388,-674.4243774414062,-7.330699754797894,/root/Mattergen/results/obelix_random10_321/cifs/h89_ordered.cif
hai,/root/Mattergen/OBELIX/cifs/hai.cif,ok,0,,Li1.96 Ca1.9 P6 Pb6.12 O24,Li1.956 Ca1.896 P6 Pb6.12 O24,Li1.956 Ca1.896 P6 Pb6.12 O24,40,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.034999999999999976,0.009066666666666676,True,0.0001201441309066631,0.0030765382691345655,0.003045901515753374,True,,2,1,40,Li2 Ca2 P6 Pb6 O24,mattersim,True,True,50,16.051418269998976,-267.7176818847656,-6.692942047119141,/root/Mattergen/results/obelix_random10_321/cifs/hai_ordered.cif
hbz,/root/Mattergen/OBELIX/cifs/hbz.cif,approximation_warning,0,Occupancy error 0.058143 exceeds tolerance 0.050000,Li24 P4 Se0.8 S19.2 Br4,Li6.006 P1 Se0.2 S4.799 Br0.999,Li6.006 P1 Se0.2 S4.799 Br0.999,26,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,7,7x1x1,0.05814285714285722,0.026071428571428582,False,0.00031942834157522304,0.0043956043956044355,0.004390872123877353,True,,4,1,91,Li42 P7 Se1 S34 Br7,mattersim,True,True,174,46.82215567499952,-369.036865234375,-4.055350167410714,/root/Mattergen/results/obelix_random10_321/cifs/hbz_ordered.cif
hcm,/root/Mattergen/OBELIX/cifs/hcm.cif,copied_ordered,0,,Li40 La24 Ta16 O96,Li20 La12 Ta8 O48,Li20 La12 Ta8 O48,88,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,88,Li20 La12 Ta8 O48,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/hcm_ordered.cif
hja,/root/Mattergen/OBELIX/cifs/hja.cif,ok,0,,Li2 Ce1 Pr1 Mo4 O16,Li1 Ce0.5 Pr0.5 Mo2 O8,Li1 Ce0.5 Pr0.5 Mo2 O8,12,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.0,0.0,True,0.0,0.0,0.0,True,,1,1,24,Li2 Ce1 Pr1 Mo4 O16,mattersim,True,True,7,1.4240596780000487,-173.07981872558594,-7.211659113566081,/root/Mattergen/results/obelix_random10_321/cifs/hja_ordered.cif
i12,/root/Mattergen/OBELIX/cifs/i12.cif,ok,0,,Li8 Ti12 Co4 O32,Li8.0 Ti12 Co4 O32,Li8.0 Ti12 Co4 O32,56,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.025000000000000022,0.010714285714285713,True,1.3877787807814457e-17,0.0,0.0,True,,1,1,112,Li16 Ti24 Co8 O64,mattersim,True,True,23,10.886596800999541,-867.5388793945312,-7.745882851736886,/root/Mattergen/results/obelix_random10_321/cifs/i12_ordered.cif
i47,/root/Mattergen/OBELIX/cifs/i47.cif,copied_ordered,0,,Li2 Zn2 P2 S8,Li1 Zn1 P1 S4,Li1 Zn1 P1 S4,7,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,7,Li1 Zn1 P1 S4,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/i47_ordered.cif
i4l,/root/Mattergen/OBELIX/cifs/i4l.cif,ok,0,,Li16 Ge4 Se12 S4,Li16.0 Ge4 Se11.876 S4.124,Li16.0 Ge4 Se11.876 S4.124,48,0,0.0,spacegroup+split_site_pairs,random,12,0,Li,2,2x1x1,0.024499999999999994,0.0032812500000000003,True,0.0034444444444444583,0.0,0.0,True,,0,1,72,Li32 Ge8 Se24 S8,mattersim,True,True,30,8.40424466499826,-283.1056823730469,-3.932023366292318,/root/Mattergen/results/obelix_random10_321/cifs/i4l_ordered.cif
ia5,/root/Mattergen/OBELIX/cifs/ia5.cif,ok,0,,Li2 La2 Nb4 O14,Li1 La1 Nb2 O7,Li1 La1 Nb2 O7,12,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.0,0.0,True,0.0,0.0,0.0,True,,0,1,11,Li1 La1 Nb2 O7,mattersim,True,True,38,7.354434141001548,-91.87984466552734,-8.352713151411576,/root/Mattergen/results/obelix_random10_321/cifs/ia5_ordered.cif
iiy,/root/Mattergen/OBELIX/cifs/iiy.cif,ok,0,,Li24.8 Si0.8 P3.2 S20 Br4,Li6.19998 Si0.2 P0.8 S5 Br1,Li6.19998 Si0.2 P0.8 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,5,5x1x1,0.04000000000000001,0.0198148148148148,True,8.034906572307321e-07,0.00815850815850816,0.008157704667850929,True,,0,1,65,Li30 Si1 P4 S25 Br5,mattersim,True,True,35,9.93636904199957,-268.4879150390625,-4.130583308293269,/root/Mattergen/results/obelix_random10_321/cifs/iiy_ordered.cif
ij5,/root/Mattergen/OBELIX/cifs/ij5.cif,ok,0,,Li24 P4 S20 Br2 Cl2,Li6 P1 S5 Br0.5 Cl0.5,Li6 P1 S5 Br0.5 Cl0.5,19,0,0.0,spacegroup,random,0,0,,4,1x2x2,0.046999999999999986,0.018799999999999997,True,0.0,0.0,0.0,True,,9,1,52,Li24 P4 S20 Br2 Cl2,mattersim,True,True,68,14.580519330993411,-214.60707092285156,-4.127059056208684,/root/Mattergen/results/obelix_random10_321/cifs/ij5_ordered.cif
ik8,/root/Mattergen/OBELIX/cifs/ik8.cif,approximation_warning,0,Occupancy error 0.055000 exceeds tolerance 0.050000,Li20 Sn1.17 Ge0.83 P4 S24,Li20 Sn1.168 Ge0.832 P4 S24,Li20 Sn1.168 Ge0.832 P4 S24,66,0,0.0,spacegroup+split_site_pairs,random,4,0,Li,2,1x2x1,0.05500000000000005,0.02495238095238097,False,3.999999999999837e-05,0.0060606060606061,0.0060606060606061,True,,9,1,99,Li39 Sn2 Ge2 P8 S48,mattersim,True,True,36,9.118525311998383,-425.1217346191406,-4.294158935546875,/root/Mattergen/results/obelix_random10_321/cifs/ik8_ordered.cif
ipo,/root/Mattergen/OBELIX/cifs/ipo.cif,copied_ordered,0,,Li56 La24 Hf16 O96,Li28 La12 Hf8 O48,Li28 La12 Hf8 O48,96,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,96,Li28 La12 Hf8 O48,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/ipo_ordered.cif
iqt,/root/Mattergen/OBELIX/cifs/iqt.cif,ok,0,,Li8.4 Ti9.6 Al2.4 P18 O72,Li2.80004 Ti3.2 Al0.8 P6 O24,Li2.80004 Ti3.2 Al0.8 P6 O24,48,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.050000000000000044,0.01666583333333334,True,1.004252216482704e-06,0.005875440658049347,0.0058753461401936935,True,,0,1,37,Li3 Ti3 Al1 P6 O24,mattersim,True,True,40,9.99764714200137,-278.2263488769531,-7.519631050728463,/root/Mattergen/results/obelix_random10_321/cifs/iqt_ordered.cif
ish,/root/Mattergen/OBELIX/cifs/ish.cif,ok,0,,Li24.7 Si0.7 P3.3 S20 Br4,Li6.17496 Si0.175 P0.825 S5 Br1,Li6.17496 Si0.175 P0.825 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,5,5x1x1,0.025000000000000022,0.011689259259259252,True,1.6130881547726794e-06,0.007152240548824906,0.007150627460670134,True,,4,1,65,Li30 Si1 P4 S25 Br5,mattersim,True,True,34,9.473021056997823,-268.3659973144531,-4.128707650991586,/root/Mattergen/results/obelix_random10_321/cifs/ish_ordered.cif
ix1,/root/Mattergen/OBELIX/cifs/ix1.cif,ok,0,,Li5.46 Hf12.13 P18 O72,Li1.74 Hf4.064 P6 O24,Li1.74 Hf4.064 P6 O24,48,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.03200000000000003,0.013416666666666664,True,0.002150288780374196,0.0048073447552953105,0.0026570559749211145,True,,2,1,36,Li2 Hf4 P6 O24,mattersim,True,True,40,16.028783366004063,-294.91387939453125,-8.192052205403646,/root/Mattergen/results/obelix_random10_321/cifs/ix1_ordered.cif
j5g,/root/Mattergen/OBELIX/cifs/j5g.cif,ok,0,,Li48 La24 Y4 Nb12 O96,Li23.832 La12 Y2 Nb6 O48,Li23.832 La12 Y2 Nb6 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.011666666666666659,0.005733333333333329,True,0.001352185654711513,0.00812231247013856,0.006770126815427047,True,,7,1,91,Li23 La12 Y2 Nb6 O48,mattersim,True,True,87,31.50140767799894,-661.4659423828125,-7.268856509701236,/root/Mattergen/results/obelix_random10_321/cifs/j5g_ordered.cif
j8q,/root/Mattergen/OBELIX/cifs/j8q.cif,approximation_warning,0,Occupancy error 0.060000 exceeds tolerance 0.050000,Li20 Ge2 P4 S24,Li20.056 Ge2 P4 S24,Li20.056 Ge2 P4 S24,62,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.06000000000000005,0.012535714285714298,False,0.0006712482020137522,0.0,0.0,True,,5,1,100,Li40 Ge4 P8 S48,mattersim,True,True,81,22.189171475001785,-430.6838684082031,-4.306838684082031,/root/Mattergen/results/obelix_random10_321/cifs/j8q_ordered.cif
jej,/root/Mattergen/OBELIX/cifs/jej.cif,ok,0,,Li48 Ca8 La16 Ta16 O96,Li23.88 Ca3.9996 La8.0004 Ta8 O48,Li23.88 Ca3.9996 La8.0004 Ta8 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.040000000000000036,0.01188333333333335,True,0.0009653423179570852,0.0,0.0,True,,0,1,92,Li24 Ca4 La8 Ta8 O48,mattersim,True,True,96,37.021560688001045,-677.1934814453125,-7.360798711362093,/root/Mattergen/results/obelix_random10_321/cifs/jej_ordered.cif
jkq,/root/Mattergen/OBELIX/cifs/jkq.cif,ok,0,,Li7.96 Mg4.04 Ti12 O32,Li7.96 Mg4.04 Ti12 O32,Li7.96 Mg4.04 Ti12 O32,56,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.015000000000000013,0.007857142857142854,True,2.7755575615628914e-17,0.0007142857142857229,0.000714285714285709,True,,1,1,112,Li16 Mg8 Ti24 O64,mattersim,True,True,27,13.9628704200004,-866.2182006835938,-7.734091077532087,/root/Mattergen/results/obelix_random10_321/cifs/jkq_ordered.cif
jl4,/root/Mattergen/OBELIX/cifs/jl4.cif,approximation_warning,0,Occupancy error 0.055000 exceeds tolerance 0.050000,Li8.56 Mg3.16 Ti12.28 O32,Li8.56 Mg3.16 Ti12.28 O32,Li8.56 Mg3.16 Ti12.28 O32,56,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.05499999999999999,0.01750000000000001,False,2.7755575615628914e-17,0.003928571428571448,0.00392857142857142,True,,7,1,112,Li17 Mg6 Ti25 O64,mattersim,True,True,31,15.723816227997304,-873.235595703125,-7.796746390206473,/root/Mattergen/results/obelix_random10_321/cifs/jl4_ordered.cif
joc,/root/Mattergen/OBELIX/cifs/joc.cif,ok,0,,Li6 P2 S8,Li6 P2 S7.82,Li6 P2 S7.82,16,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.030000000000000027,0.013333333333333345,True,0.005689001264222504,0.0,0.0,True,,0,1,16,Li6 P2 S8,mattersim,True,True,23,3.3279779569929815,-70.30221557617188,-4.393888473510742,/root/Mattergen/results/obelix_random10_321/cifs/joc_ordered.cif
