filename,material_id,formula,is_ordered,conventional_num_sites,conventional_effective_atoms,primitive_num_sites,primitive_effective_atoms,parse_status,error,Ionic conductivity (S cm-1),has_fractional_occupancy,fractional_occupancy_row_count,disordered_asymmetric_site_count,disordered_position_multiplicity_sum,disordered_element_count,disordered_elements,mixed_site_count_sum_1,vacancy_site_count,overoccupied_site_count,disordered_site_details,ordering_batch_status,ordered_candidate_count,geometry_valid_candidate_count,selected_ordered_file,selected_ordered_formula,selected_ordered_num_atoms,ordering_supercell_multiplier,ordering_composition_max_drift,ordering_split_pair_count,ordering_split_cluster_count,geometry_min_distance_angstrom,geometry_min_distance_pair,geometry_min_radius_ratio,geometry_min_radius_pair,geometry_min_li_li_distance_angstrom,geometry_issues,geometry_error_candidate_count,best_error_file,ordering_result_summary
dmq.cif,dmq,Li24.376 Al7.464 S23.392,False,72,55.232,36,27.616,ok,,1.31e-08,True,8,7,56,3,Al;Li;S,1,6,0,Li@0.5[m=8];Li@0.1[m=8];Li@0.4[m=8];Li@0.98[m=8];Al@0.933+Li@0.067[m=8];S@0.976[m=8];S@0.948[m=8],manual_review,5,0,,Li37 Al11 S35,83,3,0.004444777953063583,2,0,0.53027499,Li-Li,0.20713867,Li-Li,0.53027499,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/dmq_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
dth.cif,dth,Li16 Ge4 O16,True,36,36,18,18,ok,,1.3e-12,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/dth_ordered.cif,Li8 Ge2 O8,18,,0.0,0,0,1.75201092,Ge-O,0.90768353,Li-Li,2.32366983,,0,,原始 CIF 已完全有序，并通过几何检查
duf.cif,duf,Li70.536 La5.976 Zr2.672 Sb0.112 O96,False,232,175.296,116,87.648,ok,,0.00077,True,5,3,136,4,La;Li;Sb;Zr,0,3,0,Li@0.609[m=96];La@0.249+Li@0.503[m=24];Sb@0.007+Zr@0.167[m=16],manual_review,5,0,,Li106 La9 Zr4 Sb1 O144,264,3,9.12741876597234e-05,0,0,1.33331159,Li-Li,0.52082484,Li-Li,1.33331159,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/duf_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
dvb.cif,dvb,Li41.63232 La24 Y0.8 Nb15.2 O96,False,304,177.63232,152,88.81616,ok,,6.39e-05,True,5,4,184,3,Li;Nb;Y,1,3,0,Li@0.16367[m=96];Li@0.139[m=48];Li@0.802[m=24];Nb@0.95+Y@0.05[m=16],manual_review,5,0,,Li42 La24 Y1 Nb15 O96,178,2,0.0015814917293420494,0,0,0.79688098,Li-Li,0.31128163,Li-Li,0.79688098,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/dvb_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
dvn.cif,dvn,Li16 Mg8 Cl32,False,56,56,14,14,ok,,6.24e-07,True,2,1,16,2,Li;Mg,1,0,0,Li@0.5+Mg@0.5[m=16],geometry_ok,1,1,OBELIX/ordered_cifs/dvn_ordered.cif,Li4 Mg2 Cl8,14,1,0.0,0,0,2.39260738,Cl-Li,1.03770439,Cl-Mg,3.67730881,,0,,成功有序化（1/1 个候选通过几何检查）
e6a.cif,e6a,Li51.312 La24 Zr13.6 Ta2.4 O96,False,256,187.312,128,93.656,ok,,0.00069,True,4,3,136,3,Li;Ta;Zr,1,2,0,Li@0.522[m=96];Li@0.05[m=24];Ta@0.15+Zr@0.85[m=16],manual_review,5,0,,Li26 La12 Zr7 Ta1 O48,94,1,0.001865310809255458,0,0,1.03229282,Li-O,0.44418244,Li-Li,1.13710703,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/e6a_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
e6b.cif,e6b,Li16 Ge4 S16,False,40,36,40,36,ok,,2e-07,True,1,1,8,1,Li,0,1,0,Li@0.5[m=8],geometry_ok,1,1,OBELIX/ordered_cifs/e6b_ordered.cif,Li16 Ge4 S16,36,1,0.0,4,0,2.07093446,Ge-S,0.92041531,Ge-S,2.50146124,,0,,成功有序化（1/1 个候选通过几何检查）
e81.cif,e81,Sr7.728 Li8.272 Zr0.8 Ta15.2 O48 F8,False,136,88,34,22,ok,,<1E-10,True,5,3,128,5,Li;O;Sr;Ta;Zr,2,1,0,Li@0.517+Sr@0.483[m=16];Ta@0.95+Zr@0.05[m=16];O@0.5[m=96],manual_review,5,0,,Sr6 Li6 Zr1 Ta11 O36 F6,66,3,0.00606060606060606,8,0,0.68597338,O-O,0.51967680,O-O,3.69990441,distance<0.8;radius_ratio<0.75;O-O<1.2,5,OBELIX/ordered_cifs/erro/e81_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;O-O<1.2）
ecp.cif,ecp,Li4 La4 O8,True,16,16,16,16,ok,,<1E-10,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/ecp_ordered.cif,Li4 La4 O8,16,,0.0,0,0,1.77715972,Li-O,0.85294961,La-Li,2.73830968,,0,,原始 CIF 已完全有序，并通过几何检查
ei3.cif,ei3,Li9 Y3 Cl18,False,35,30,35,30,ok,,0.000539,True,4,4,16,2,Li;Y,0,4,0,Li@0.87538[m=6];Li@0.62462[m=6];Y@0.56592[m=2];Y@0.43408[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/ei3_ordered.cif,Li45 Y15 Cl90,150,5,0.0,0,0,2.44441546,Cl-Li,0.78645162,Y-Y,3.02347549,,0,,成功有序化（5/5 个候选通过几何检查）
ek5.cif,ek5,Sr7.9424 Li8.0576 Nb16 O48 F8,False,88,88,22,22,ok,,<1E-10,True,2,1,16,2,Li;Sr,1,0,0,Li@0.5036+Sr@0.4964[m=16],geometry_ok,1,1,OBELIX/ordered_cifs/ek5_ordered.cif,Sr2 Li2 Nb4 O12 F2,22,1,0.0,0,0,1.96471414,Nb-O,0.85422354,Nb-O,3.70584411,,0,,成功有序化（1/1 个候选通过几何检查）
elz.cif,elz,Li6 Y1.99998 Br12,False,30,19.99998,15,9.99999,ok,,0.00192,True,6,4,18,2,Li;Y,0,4,0,Li@0.09492[m=8];Li@0.53358[m=4];Li@0.75378+Y@0.11935[m=4];Li@0.0456+Y@0.76129[m=2],geometry_ok,5,4,OBELIX/ordered_cifs/elz_ordered.cif,Li15 Y5 Br30,50,5,0.0,0,0,2.08092715,Br-Li,0.81015803,Br-Y,2.14980624,,1,OBELIX/ordered_cifs/erro/elz_ordered.cif,成功有序化（4/5 个候选通过几何检查）
etz.cif,etz,Li35.76 La24 Zr16 O96,False,256,171.76,128,85.88,ok,,1.97e-06,True,2,2,120,1,Li,0,2,0,Li@0.28[m=96];Li@0.37[m=24],manual_review,5,0,,Li17 La12 Zr8 O48,85,1,0.008197484862598886,0,0,1.51040543,Li-O,0.61421694,Li-Li,1.57239537,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/etz_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
fam.cif,fam,Li47.328 La24 Sm3.6 Ta12.4 O96,False,304,183.328,152,91.664,ok,,1.18e-05,True,5,4,184,3,Li;Sm;Ta,1,3,0,Li@0.21[m=96];Li@0.228[m=48];Li@0.676[m=24];Sm@0.225+Ta@0.775[m=16],manual_review,5,0,,Li23 La12 Sm2 Ta6 O48,91,1,0.004376352658783278,0,0,0.51684579,Li-Li,0.20189289,Li-Li,0.51684579,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/fam_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
fft.cif,fft,Li6 N2,True,8,8,8,8,ok,,0.0002085,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/fft_ordered.cif,Li6 N2,8,,0.0,0,0,2.00740275,Li-Li,0.78414170,Li-Li,2.00740275,,0,,原始 CIF 已完全有序，并通过几何检查
fj5.cif,fj5,Li12.964 Si1 P3 O16,False,56,32.964,56,32.964,ok,,4.49e-07,True,8,7,40,3,Li;P;Si,1,6,0,Li@0.073[m=8];Li@0.16[m=8];Li@0.86[m=8];Li@0.9[m=4];Li@0.091[m=4];Li@0.064[m=4];P@0.75+Si@0.25[m=4],manual_review,5,0,,Li39 Si3 P9 O48,99,3,0.0,12,0,1.40033907,Li-Li,0.54700745,Li-Li,1.40033907,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/fj5_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
fkj.cif,fkj,Li25.99992 Si2 P2 S20 Br4.0,False,100,53.99992,25,13.49998,ok,,0.00219,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.46083[m=48];Li@0.16167[m=24];P@0.5+Si@0.5[m=4];Br@0.18+S@0.82[m=4];Br@0.82+S@0.18[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/fkj_ordered.cif,Li36 Si3 P3 S30 Br6,78,6,0.019942251766298824,0,6,2.12655270,P-S,0.89478178,Li-Li,2.29064137,,0,,成功有序化（5/5 个候选通过几何检查）
fwz.cif,fwz,Li8 Si4 S12,True,24,24,12,12,ok,,2e-06,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/fwz_ordered.cif,Li4 Si2 S6,12,,0.0,0,0,2.02364372,S-Si,0.87687441,Li-Li,2.24479850,,0,,原始 CIF 已完全有序，并通过几何检查
g5q.cif,g5q,Li52.032 La24 Zr12 Ta4 O96,False,256,188.032,128,94.016,ok,,0.00028,True,4,3,136,3,Li;Ta;Zr,1,2,0,Li@0.302[m=96];Li@0.96[m=24];Ta@0.25+Zr@0.75[m=16],manual_review,5,0,,Li26 La12 Zr6 Ta2 O48,94,1,0.0,0,0,0.65678323,Li-Li,0.25655595,Li-Li,0.65678323,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/g5q_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
ga9.cif,ga9,Li5.88 Ce8 B24 H96 Cl8,False,148,141.88,74,70.94,ok,,0.000103,True,1,1,12,1,Li,0,1,0,Li@0.49[m=12],geometry_ok,2,2,OBELIX/ordered_cifs/ga9_ordered.cif,Li3 Ce4 B12 H48 Cl4,71,1,0.0,0,0,0.89427908,B-H,0.77763398,B-H,4.14379069,,0,,成功有序化（2/2 个候选通过几何检查）
gas.cif,gas,Li0.31 La0.63 Ti0.9 Co0.1 O3,False,5,4.94,5,4.94,ok,,0.00026,True,4,2,2,4,Co;La;Li;Ti,1,1,0,La@0.63+Li@0.31[m=1];Co@0.1+Ti@0.9[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/gas_ordered.cif,Li3 La6 Ti9 Co1 O30,49,10,0.005081384780632914,0,0,1.94225000,O-Ti,0.85940265,O-Ti,5.49351258,,0,,成功有序化（5/5 个候选通过几何检查）
gcj.cif,gcj,Li48.048 Ca7.992 La16.008 Nb16 O96,False,256,184.048,128,92.024,ok,,1.33e-06,True,4,3,144,3,Ca;La;Li,1,2,0,Li@0.348[m=96];Li@0.61[m=24];Ca@0.333+La@0.667[m=24],manual_review,5,0,,Li24 Ca4 La8 Nb8 O48,92,1,0.0,0,0,0.42583251,Li-Li,0.16634082,Li-Li,0.42583251,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/gcj_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
gdr.cif,gdr,Li49.632 La24 Zr9.6 Ta6.4 O96,False,256,185.632,128,92.816,ok,,0.00032,True,4,3,136,3,Li;Ta;Zr,1,2,0,Li@0.96[m=24];Li@0.277[m=96];Ta@0.4+Zr@0.6[m=16],manual_review,5,0,,Li25 La12 Zr5 Ta3 O48,93,1,0.0022187498262257327,0,0,0.78632139,Li-Li,0.30715679,Li-Li,0.78632139,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/gdr_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
gkl.cif,gkl,Li39.936 La24 Nb16 O96,False,304,175.936,152,87.968,ok,,5.08e-06,True,3,3,168,1,Li,0,3,0,Li@0.152[m=96];Li@0.836[m=24];Li@0.11[m=48],manual_review,5,0,,Li20 La12 Nb8 O48,88,1,0.0,0,0,0.49850740,Li-Li,0.19472945,Li-Li,0.49850740,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/gkl_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
goi.cif,goi,Li4 H28 C12 N4 Cl4 O4,True,56,56,56,56,ok,,0.00016,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/goi_ordered.cif,Li4 H28 C12 N4 Cl4 O4,56,,0.0,0,0,0.95024401,C-H,0.90287349,C-O,2.81540320,,0,,原始 CIF 已完全有序，并通过几何检查
gvd.cif,gvd,Li3 N1,True,4,4,4,4,ok,,0.0005767,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/gvd_ordered.cif,Li3 N1,4,,0.0,0,0,1.93750000,Li-N,0.82272413,Li-Li,2.10617378,,0,,原始 CIF 已完全有序，并通过几何检查
gw2.cif,gw2,Li8.364 Al2.376 Ge9.624 P18 O72,False,144,110.364,48,36.788,ok,,0.000188,True,4,3,54,3,Al;Ge;Li,1,2,0,Li@0.124[m=36];Li@0.65[m=6];Al@0.198+Ge@0.802[m=12],geometry_ok,5,4,OBELIX/ordered_cifs/gw2_ordered.cif,Li8 Al2 Ge10 P18 O72,110,3,0.0037067423171587427,0,0,1.40137106,O-P,0.81004108,O-P,2.22903249,,1,OBELIX/ordered_cifs/erro/gw2_ordered.cif,成功有序化（4/5 个候选通过几何检查）
gwu.cif,gwu,Li0.292 La0.708 Ti0.60639361 Al0.39360639 O3,False,5,5,5,5,ok,,1.04e-07,True,4,2,2,4,Al;La;Li;Ti,2,0,0,La@0.708+Li@0.292[m=1];Al@0.39360639+Ti@0.60639361[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/gwu_ordered.cif,Li2 La5 Ti4 Al3 O21,35,7,0.004435564435564449,0,0,1.92359996,O-Ti,0.85115043,O-Ti,11.54160004,,0,,成功有序化（5/5 个候选通过几何检查）
gxz.cif,gxz,Li8 Zn2 P4 O16,False,32,30,32,30,ok,,<1E-10,True,3,2,12,2,Li;Zn,1,1,0,Li@0.5[m=4];Li@0.75+Zn@0.25[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/gxz_ordered.cif,Li8 Zn2 P4 O16,30,1,0.0,0,0,1.50003082,O-P,0.86706984,O-P,2.72023728,,0,,成功有序化（5/5 个候选通过几何检查）
gz8.cif,gz8,Li40.0752 La24 Ta16 O96,False,304,176.0752,152,88.0376,ok,,1.59e-05,True,3,3,168,1,Li,0,3,0,Li@0.147[m=96];Li@0.1399[m=48];Li@0.802[m=24],manual_review,5,0,,Li20 La12 Ta8 O48,88,1,0.0,0,0,0.65453238,Li-Li,0.25567671,Li-Li,0.65453238,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/gz8_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
h5i.cif,h5i,Na0.4 Li0.1 La0.5 Nb2 O6,False,9,9,9,9,ok,,1.21e-05,True,3,1,1,3,La;Li;Na,1,0,0,La@0.5+Li@0.1+Na@0.4[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/h5i_ordered.cif,Na3 Li1 La4 Nb16 O48,72,8,0.002777777777777782,0,0,1.87794180,Nb-O,0.81649644,Nb-O,,,0,,成功有序化（5/5 个候选通过几何检查）
h6c.cif,h6c,Li6 V2 O8,True,16,16,16,16,ok,,9.2e-14,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/h6c_ordered.cif,Li6 V2 O8,16,,0.0,0,0,1.68477889,O-V,0.76930543,O-V,3.00585393,,0,,原始 CIF 已完全有序，并通过几何检查
h7r.cif,h7r,Li6 Ti8.4 Sn3.6 P18 O72,False,108,108,36,36,ok,,2.28e-05,True,2,1,12,2,Sn;Ti,1,0,0,Sn@0.3+Ti@0.7[m=12],manual_review,1,0,,Li2 Ti3 Sn1 P6 O24,36,1,0.005555555555555557,0,0,1.15884478,O-P,0.66985247,O-P,6.05537908,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/h7r_ordered.cif,未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
h82.cif,h82,Li23.976 P4 S19.99606394 I2.99996404 Br0.99997203,False,100,51.972,25,12.993,ok,,4.72e-06,True,8,4,80,4,Br;I;Li;S,1,3,0,Li@0.185[m=24];Li@0.407[m=48];Br@0.006993007+I@0.008991009+S@0.98401598[m=4];Br@0.243+I@0.741+S@0.015[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/h82_ordered.cif,Li24 P4 S20 I3 Br1,52,4,0.0,0,6,1.98315855,P-S,0.93545215,P-S,2.54481091,,0,,成功有序化（5/5 个候选通过几何检查）
h89.cif,h89,Ba7.9992 Li48.0 La16.0008 Ta16 O96,False,208,184,104,92,ok,,1.5e-05,True,4,3,96,3,Ba;La;Li,1,2,0,Li@0.705[m=48];Li@0.59[m=24];Ba@0.3333+La@0.6667[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/h89_ordered.cif,Ba4 Li24 La8 Ta8 O48,92,1,0.0,0,0,1.91089325,Li-O,0.77761884,Li-Li,1.99070422,,0,,成功有序化（5/5 个候选通过几何检查）
hai.cif,hai,Li1.956 Ca1.896 P6 Pb6.12 O24,False,40,39.972,40,39.972,ok,,<1E-10,True,5,2,10,3,Ca;Li;Pb,1,1,0,Ca@0.219+Li@0.489+Pb@0.285[m=4];Ca@0.17+Pb@0.83[m=6],manual_review,5,0,,Li2 Ca2 P6 Pb6 O24,40,1,0.003045901515753374,0,0,1.25411598,O-P,0.72492253,O-P,6.62392426,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/hai_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
hbz.cif,hbz,Li24.024 P4 Se0.8 S19.196 Br3.996,False,104,52.016,26,13.004,ok,,0.00392,True,7,5,84,4,Br;Li;S;Se,0,5,0,Li@0.441[m=48];Li@0.119[m=24];Se@0.2[m=4];Br@0.102+S@0.697[m=4];Br@0.897+S@0.102[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/hbz_ordered.cif,Li54 P9 Se2 S43 Br9,117,9,0.001704669437674668,0,6,1.94423365,P-S,0.90170656,Li-Li,2.30836879,,0,,成功有序化（5/5 个候选通过几何检查）
hcm.cif,hcm,Li40 La24 Ta16 O96,True,176,176,88,88,ok,,3.4e-05,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Li20 La12 Ta8 O48,88,,0.0,0,0,1.84489356,O-Ta,0.67665897,La-Li,3.92622587,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/hcm_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
hja.cif,hja,Li2 Ce1 Pr1 Mo4 O16,False,24,24,12,12,ok,,1e-09,True,3,1,4,3,Ce;Li;Pr,1,0,0,Ce@0.25+Li@0.5+Pr@0.25[m=4],geometry_ok,3,3,OBELIX/ordered_cifs/hja_ordered.cif,Li2 Ce1 Pr1 Mo4 O16,24,2,0.0,0,0,1.80768092,Mo-O,0.82167314,Mo-O,5.28400000,,0,,成功有序化（3/3 个候选通过几何检查）
hta.cif,hta,La1.13 Ti2 O6,False,10,9.13,10,9.13,ok,,0.000957,True,2,2,2,1,La,0,2,0,La@0.75[m=1];La@0.38[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/hta_ordered.cif,La6 Ti10 O30,46,5,0.006666984142101998,0,0,1.88230748,O-Ti,0.83287942,O-Ti,,,0,,成功有序化（5/5 个候选通过几何检查）
hud.cif,hud,Ba7.9992 Li47.52 La16.0008 Ta16 O96,False,256,183.52,128,91.76,ok,,1.3e-05,True,4,3,144,3,Ba;La;Li,1,2,0,Li@0.42[m=96];Li@0.3[m=24];Ba@0.3333+La@0.6667[m=24],manual_review,5,0,,Ba4 Li24 La8 Ta8 O48,92,1,0.0,0,0,0.44087316,Li-Li,0.17221608,Li-Li,0.44087316,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/hud_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
hx7.cif,hx7,Li2.001 Br1 O1,False,5,4.001,5,4.001,ok,,1.2e-06,True,1,1,3,1,Li,0,1,0,Li@0.667[m=3],geometry_ok,1,1,OBELIX/ordered_cifs/hx7_ordered.cif,Li2 Br1 O1,4,1,6.248437890529757e-05,0,0,2.02800000,Li-O,1.04536082,Li-O,2.86802510,,0,,成功有序化（1/1 个候选通过几何检查）
i12.cif,i12,Li8.0 Ti12 Co4 O32,False,56,56,56,56,ok,,<1E-10,True,4,2,12,2,Co;Li,2,0,0,Co@0.1+Li@0.9[m=4];Co@0.45+Li@0.55[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/i12_ordered.cif,Li16 Ti24 Co8 O64,112,2,0.0,0,0,1.69841658,Li-O,0.78202255,O-Ti,3.53887185,,0,,成功有序化（5/5 个候选通过几何检查）
i47.cif,i47,Li2 Zn2 P2 S8,True,14,14,7,7,ok,,5.4e-08,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/i47_ordered.cif,Li1 Zn1 P1 S4,7,,0.0,0,0,2.05310628,P-S,0.96844636,P-S,,,0,,原始 CIF 已完全有序，并通过几何检查
i4l.cif,i4l,Li16.0 Ge4 Se11.876 S4.124,False,48,36,48,36,ok,,1.5e-05,True,9,6,40,3,Li;S;Se,3,3,0,Li@0.5[m=8];Li@0.46[m=8];Li@0.54[m=8];S@0.212+Se@0.788[m=8];S@0.255+Se@0.745[m=4];S@0.352+Se@0.648[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/i4l_ordered.cif,Li32 Ge8 Se24 S8,72,2,0.0,12,0,2.24488784,Li-Se,0.90519671,Li-Se,2.40205556,,0,,成功有序化（5/5 个候选通过几何检查）
ia5.cif,ia5,Li2 La2 Nb4 O14,False,24,22,12,11,ok,,<1E-8,True,1,1,4,1,Li,0,1,0,Li@0.5[m=4],geometry_ok,1,1,OBELIX/ordered_cifs/ia5_ordered.cif,Li1 La1 Nb2 O7,11,1,0.0,0,0,1.94933721,Nb-O,0.84753792,Nb-O,,,0,,成功有序化（1/1 个候选通过几何检查）
iiy.cif,iiy,Li24.79992 Si0.8 P3.2 S20 Br4.0,False,100,52.79992,25,13.19998,ok,,0.00169,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.44833[m=48];Li@0.13667[m=24];P@0.8+Si@0.2[m=4];Br@0.16+S@0.84[m=4];Br@0.84+S@0.16[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/iiy_ordered.cif,Li30 Si1 P4 S25 Br5,65,5,0.008157704667850929,0,6,2.15240074,P-S,0.95583901,Li-S,2.52146546,,0,,成功有序化（5/5 个候选通过几何检查）
ij5.cif,ij5,Li24 P4 S20 Br2 Cl2.0,False,76,52,19,13,ok,,0.00333,True,7,3,56,4,Br;Cl;Li;S,2,1,0,Li@0.5[m=48];Br@0.297+Cl@0.211+S@0.492[m=4];Br@0.203+Cl@0.289+S@0.508[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/ij5_ordered.cif,Li24 P4 S20 Br2 Cl2,52,4,0.0,0,0,2.01951276,P-S,0.81884561,Li-Li,2.09624477,,0,,成功有序化（5/5 个候选通过几何检查）
ik8.cif,ik8,Li20 Sn1.168 Ge0.832 P4 S24,False,66,50,66,50,ok,,0.00743,True,7,5,40,4,Ge;Li;P;Sn,1,4,0,Li@0.68[m=4];Li@0.5[m=16];Li@0.54[m=8];Li@0.62[m=8];Ge@0.208+P@0.5+Sn@0.292[m=4],manual_review,5,0,,Li59 Sn4 Ge2 P12 S72,149,3,0.004026845637583931,4,0,1.36882783,Li-Li,0.53469837,Li-Li,1.36882783,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/ik8_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
ipo.cif,ipo,Li56 La24 Hf16 O96,True,192,192,96,96,ok,,9.85e-07,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/ipo_ordered.cif,Li28 La12 Hf8 O48,96,,0.0,0,0,1.77483054,Li-O,0.81977030,La-O,2.43236512,,0,,原始 CIF 已完全有序，并通过几何检查
iqt.cif,iqt,Li8.40012 Ti9.6 Al2.4 P18 O72,False,144,110.40012,48,36.80004,ok,,0.000388,True,3,2,48,3,Al;Li;Ti,1,1,0,Li@0.06667[m=36];Al@0.2+Ti@0.8[m=12],geometry_ok,2,2,OBELIX/ordered_cifs/iqt_ordered.cif,Li3 Ti3 Al1 P6 O24,37,1,0.0058753461401936935,0,0,1.50585696,O-P,0.83241145,O-Ti,3.04987735,,0,,成功有序化（2/2 个候选通过几何检查）
ish.cif,ish,Li24.69984 Si0.7 P3.3 S20 Br4,False,100,52.69984,25,13.17496,ok,,0.000931,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.13458[m=24];Li@0.44729[m=48];P@0.825+Si@0.175[m=4];Br@0.21+S@0.79[m=4];Br@0.79+S@0.21[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/ish_ordered.cif,Li30 Si1 P4 S25 Br5,65,5,0.007150627460670134,0,6,1.97591055,P-S,0.87924720,Li-Li,2.25087282,,0,,成功有序化（5/5 个候选通过几何检查）
ix1.cif,ix1,Li5.22 Hf12.192 P18 O72,False,144,107.412,48,35.804,ok,,3.2e-07,True,2,2,42,2,Hf;Li,0,2,0,Li@0.145[m=36];Hf@0.032[m=6],geometry_ok,5,4,OBELIX/ordered_cifs/ix1_ordered.cif,Li2 Hf4 P6 O24,36,1,0.0026570559749211145,0,0,1.60292701,O-P,0.78479423,Hf-O,5.69042532,,1,OBELIX/ordered_cifs/erro/ix1_ordered.cif,成功有序化（4/5 个候选通过几何检查）
j5g.cif,j5g,Li47.664 La24 Y4 Nb12 O96,False,304,183.664,152,91.832,ok,,0.000188,True,5,4,184,3,Li;Nb;Y,1,3,0,Li@0.218[m=96];Li@0.22[m=48];Li@0.674[m=24];Nb@0.75+Y@0.25[m=16],manual_review,5,0,,Li23 La12 Y2 Nb6 O48,91,1,0.006770126815427047,0,0,1.17061617,Li-Li,0.45727194,Li-Li,1.17061617,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/j5g_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
